"TIK-AG-RSY-2410162813","16/10/2024 17:06:42"
"TIK-UA-MME-2410012784","15/10/2024 11:28:48"
"TIK-UA-MME-2409152757","03/10/2024 23:56:32"
"TIK-AG-RMO-2409022731","30/09/2024 21:14:01"
"TIK-AG-RMO-2407182655","25/09/2024 14:27:38"
"TIK-AG-MDI-2402242046","02/04/2024 14:34:21"
